InNum,CallDateTime,Address,AptLot,geox,geoy,ExtNatureDisplayName,Report,PolArea,DOW,Hour,Agency
2025342643,12/12/2025 1:53:52 PM,1576 N DOULTON DR,          ,1712215.0,1140394.5,Medical Response,25003891.0,104 ,Friday,13,BCFD
2025342634,12/12/2025 1:26:26 PM,2121-1 E COUNTY DR,          ,1695263.88,1154733.0,Medical Response,2516754.0,104 ,Friday,13,CFD 
2025342627,12/12/2025 1:15:27 PM,3105-308 BLUFF CREEK DR,          ,1697282.88,1121997.0,Medical Response,2516752.0,80  ,Friday,13,CFD 
2025342606,12/12/2025 12:51:39 PM,GRAY OAK DR/E GREEN MEADOWS RD,          ,1689792.38,1121368.63,Vehicle Collision,2516751.0,60  ,Friday,12,CFD 
2025342546,12/12/2025 11:33:06 AM,506 ROLLINS ST,          ,1688110.25,1132046.25,Smoke Alarm,2516748.0,MUG1,Friday,11,CFD 
2025342537,12/12/2025 11:18:30 AM,4521 E TODD ST,          ,1705755.63,1128483.75,Medical Response,25003889.0,113 ,Friday,11,BCFD
2025342502,12/12/2025 10:44:21 AM,550 VETERANS UNITED DR,          ,1688823.63,1116071.5,Alarm,2516745.0,60  ,Friday,10,CFD 
2025342499,12/12/2025 10:38:59 AM,1201-BSTOP PAQUIN ST,          ,1690568.75,1133992.13,Medical Response,2516744.0,70  ,Friday,10,CFD 
2025342497,12/12/2025 10:37:16 AM,3907 BUTTONWOOD DR,          ,1688165.38,1119499.13,Smoke Alarm,2516743.0,60  ,Friday,10,CFD 
2025342488,12/12/2025 10:32:08 AM,6412-BLK S ROCK QUARRY RD,          ,1691507.0,1108108.38,Motor Vehicle Collision,25003888.0,113 ,Friday,10,BCFD
2025342474,12/12/2025 10:13:34 AM,104-108 CLINKSCALES RD,          ,1679802.63,1136644.38,Medical Response,2516742.0,50  ,Friday,10,CFD 
2025342468,12/12/2025 10:08:39 AM,50 C22,          ,,,Medical Response,25003887.0,    ,Friday,10,BCFD
2025342463,12/12/2025 10:00:53 AM,1410 FORUM KATY PKWY,          ,1680240.13,1129112.5,Medical Response,2516740.0,50  ,Friday,10,CFD 
2025342460,12/12/2025 9:56:54 AM,1114 COLLEGE PARK DR,          ,1678331.63,1131026.25,Fire Alarm,2516739.0,50  ,Friday,9,CFD 
2025342449,12/12/2025 9:45:07 AM,308 MOHAWK AVE,          ,1708834.75,1144289.0,Medical Response,2516738.0,40  ,Friday,9,CFD 
2025342448,12/12/2025 9:44:14 AM,415-202 BAILEY DR,          ,1684311.13,1119224.5,Medical Response,2516737.0,60  ,Friday,9,CFD 
2025342429,12/12/2025 9:23:57 AM,2300-140 BERNADETTE DR,          ,1676351.38,1139916.75,Medical Response,2516735.0,10  ,Friday,9,CFD 
2025342427,12/12/2025 9:23:04 AM,1115 WOODLAND SPRINGS CT,          ,1701383.75,1139373.63,Smoke Alarm,2516736.0,40  ,Friday,9,CFD 
2025342420,12/12/2025 9:08:35 AM,1412 RANGE LINE ST,          ,1690457.88,1140688.25,Medical Response,2516734.0,30  ,Friday,9,CFD 
2025342396,12/12/2025 8:32:56 AM,1170 I70 W,          ,1637477.63,1143575.75,Investigation,25003886.0,103 ,Friday,8,BCFD
2025342379,12/12/2025 8:04:30 AM,3750-1411 MILLER DR,          ,1700210.0,1119940.25,Medical Response,2516732.0,80  ,Friday,8,CFD 
2025342353,12/12/2025 6:58:24 AM,2145 E COUNTY DR,          ,1694753.63,1155004.0,Vehicle Collision,2516731.0,104 ,Friday,6,CFD 
2025342348,12/12/2025 6:42:20 AM,1110-BLK RANGE LINE ST,          ,1690250.75,1139313.88,Motor Vehicle Collision,2516730.0,20  ,Friday,6,CFD 
2025342303,12/12/2025 4:32:52 AM,2333-106 CHAPEL HILL RD,          ,1676233.75,1128723.63,Medical Response,2516729.0,50  ,Friday,4,CFD 
2025342245,12/12/2025 2:00:44 AM,7711-D N SHARIDAN BLVD,          ,1707776.38,1167054.0,Medical Response,25003885.0,104 ,Friday,2,BCFD
2025342242,12/12/2025 1:55:14 AM,3402-314 I70 DR SE,          ,1701056.25,1138782.75,Medical Response,2516728.0,80  ,Friday,1,CFD 
2025342227,12/12/2025 1:35:09 AM,506 ROLLINS ST,          ,1688110.25,1132046.25,Alarm,2516727.0,MUG1,Friday,1,CFD 
2025342181,12/12/2025 12:09:45 AM,E BROADWAY/DORSEY ST,          ,1691697.5,1135282.13,Medical Response,2516726.0,70  ,Friday,0,CFD 
2025342171,12/11/2025 11:57:16 PM,2000 W BUSINESS LOOP 70,          ,1677880.0,1141314.13,Medical Response,2516725.0,10  ,Thursday,23,CFD 
2025342146,12/11/2025 11:14:56 PM,6007 E ST CHARLES RD,          ,1712965.0,1139812.88,Medical Response,25003884.0,104 ,Thursday,23,BCFD
2025342145,12/11/2025 11:14:54 PM,7510 W GOLDEN WILLOW DR,          ,1654528.38,1145560.88,Medical Response,25003883.0,103 ,Thursday,23,BCFD
2025342114,12/11/2025 10:31:15 PM,4503 E DEE WOODS RD,          ,1702796.0,1062686.63,Medical Response,2512110004.0,107 ,Thursday,22,SBFD
2025342091,12/11/2025 10:00:45 PM,3601 JUNGLE TREE DR,          ,1686755.25,1148757.0,Medical Response,2516724.0,10  ,Thursday,22,CFD 
2025342079,12/11/2025 9:50:44 PM,5108 BLUE SPRUCE CT,          ,1683616.38,1114570.88,Smoke Alarm,2516723.0,60  ,Thursday,21,CFD 
2025342037,12/11/2025 8:32:54 PM,704 MANHATTAN DR,          ,1688921.88,1124234.63,Medical Response,2516722.0,60  ,Thursday,20,CFD 
2025342027,12/11/2025 8:24:21 PM,1600 CHAPEL HILL RD,          ,1679186.75,1127517.63,Medical Response,2516721.0,50  ,Thursday,20,CFD 
2025342010,12/11/2025 7:56:08 PM,7620 E SUNNY VALE DR,          ,1719941.5,1137312.13,Medical Response,25003882.0,114 ,Thursday,19,BCFD
2025341995,12/11/2025 7:28:45 PM,6004 BENTPATH DR,          ,1679425.0,1110829.0,Medical Response,2516720.0,60  ,Thursday,19,CFD 
2025341957,12/11/2025 6:51:01 PM,1407-A ASHLAND RD,          ,1692911.88,1127850.25,Medical Response,2516718.0,80  ,Thursday,18,CFD 
2025341947,12/11/2025 6:38:10 PM,6160-1 N EAST CIRCLE DR,          ,1690554.75,1160320.5,Medical Response,25003881.0,110 ,Thursday,18,BCFD
2025341933,12/11/2025 6:14:55 PM,2704-3203 W BROADWAY,          ,1674862.63,1136362.75,Smoke Alarm,2516717.0,50  ,Thursday,18,CFD 
2025341930,12/11/2025 6:04:19 PM,1221-LOT E WALNUT ST,          ,1690906.25,1136034.75,Elevator/Escalator Rescue,2516716.0,70  ,Thursday,18,CFD 
2025341866,12/11/2025 4:54:47 PM,WILKES BLVD/RANGE LINE ST,          ,1690208.75,1138497.5,Unknown Problem,2516714.0,20  ,Thursday,16,CFD 
2025341858,12/11/2025 4:46:26 PM,709-A W MAULLER RD,          ,1683182.0,1164458.13,Medical Response,25003878.0,110 ,Thursday,16,BCFD
2025341847,12/11/2025 4:36:19 PM,2121-1 E COUNTY DR,          ,1695263.88,1154733.0,Medical Response,2516713.0,104 ,Thursday,16,CFD 
2025341837,12/11/2025 4:29:57 PM,3204 SHORESIDE DR,          ,1681310.88,1122874.63,Medical Response,2516712.0,60  ,Thursday,16,CFD 
2025341822,12/11/2025 4:15:44 PM,18901 N TUCKER SCHOOL RD,          ,1698757.63,1218180.75,Medical Response,25003877.0,109 ,Thursday,16,BCFD
2025341796,12/11/2025 3:56:27 PM,4241 W BETHANY DR,          ,1669124.25,1123106.63,Medical Response,2516711.0,50  ,Thursday,15,CFD 
2025341780,12/11/2025 3:42:20 PM,4208 BLACK TAIL DR,          ,1711241.63,1151085.88,Medical Response,2516710.0,40  ,Thursday,15,CFD 
2025341765,12/11/2025 3:28:30 PM,3340 VANDIVER DR,          ,1700798.38,1144113.0,Medical Response,2516708.0,40  ,Thursday,15,CFD 
2025341727,12/11/2025 2:48:49 PM,4804 NEWCASTLE DR,          ,1678200.25,1116450.75,Outside Smoke Investigation,2516707.0,60  ,Thursday,14,CFD 
2025341724,12/11/2025 2:46:56 PM,107 W PHYLLIS AVE,          ,1686117.75,1143313.13,Medical Response,2516706.0,10  ,Thursday,14,CFD 
2025341695,12/11/2025 2:30:44 PM,7701 N ROANOKE DR,          ,1705665.38,1166638.25,Medical Response,25003875.0,104 ,Thursday,14,BCFD
2025341669,12/11/2025 2:07:37 PM,3003 FALLING LEAF CT,          ,1698600.13,1122881.13,Medical Response,2516704.0,80  ,Thursday,14,CFD 
2025341658,12/11/2025 1:58:37 PM,4951 E HWY 124,          ,1709230.75,1196290.63,Medical Response,25003874.0,109 ,Thursday,13,BCFD
2025341647,12/11/2025 1:40:19 PM,5400-2 PEABODY RD,          ,1710653.38,1157277.88,Motor Vehicle Collision,2516703.0,30  ,Thursday,13,CFD 
2025341630,12/11/2025 1:21:10 PM,2333-124 CHAPEL HILL RD,          ,1676233.75,1128723.63,Medical Response,2516701.0,50  ,Thursday,13,CFD 
2025341624,12/11/2025 1:11:12 PM,3400 CLARK LN,          ,1700910.25,1139750.5,Smoke Alarm,2516700.0,40  ,Thursday,13,CFD 
2025341615,12/11/2025 1:04:47 PM,GRINDSTONE PKWY/ROCK QUARRY RD,          ,1693495.5,1121499.75,Vehicle Collision with Injuries,2516699.0,60  ,Thursday,13,CFD 
2025341609,12/11/2025 12:58:16 PM,4208 BLACK TAIL DR,          ,1711241.63,1151085.88,Medical Response,2516698.0,40  ,Thursday,12,CFD 
2025341601,12/11/2025 12:51:24 PM,2904-54 RANGE LINE ST,          ,1690149.63,1145906.25,Medical Response,2516697.0,30  ,Thursday,12,CFD 
2025341550,12/11/2025 11:55:56 AM,709-A W MAULLER RD,          ,1683182.0,1164458.13,Medical Response,25003872.0,110 ,Thursday,11,BCFD
2025341544,12/11/2025 11:50:47 AM,S HWY 63 NB/E FORSEE RD,          ,1710938.13,1065568.0,Outside Smoke Investigation,2512110001.0,210S,Thursday,11,SBFD
2025341542,12/11/2025 11:50:05 AM,3100 E STADIUM BLVD,          ,1699589.0,1128276.25,Fire Alarm,2516695.0,80  ,Thursday,11,CFD 
2025341536,12/11/2025 11:38:21 AM,319 N WEST BLVD,          ,1682150.13,1137721.38,Medical Response,2516694.0,20  ,Thursday,11,CFD 
2025341534,12/11/2025 11:36:40 AM,3000 CLARK LN,          ,1699267.38,1139503.0,Medical Response,2516693.0,40  ,Thursday,11,CFD 
2025341514,12/11/2025 11:07:23 AM,3501-101 NEW HAVEN RD,          ,1700653.0,1122736.63,Medical Response,2516692.0,80  ,Thursday,11,CFD 
2025341474,12/11/2025 10:16:24 AM,208 FOX TRAIL ST,          ,1719801.5,1196439.5,Medical Response,25003871.0,180 ,Thursday,10,BCFD
2025341432,12/11/2025 9:39:59 AM,1612-242 N PROVIDENCE RD,          ,1688133.75,1142247.63,Medical Response,2516688.0,10  ,Thursday,9,CFD 
2025341430,12/11/2025 9:37:39 AM,1509 JUNE LN,          ,1696043.63,1141019.88,Electrical Hazard,2516689.0,40  ,Thursday,9,CFD 
2025341395,12/11/2025 9:08:36 AM,STORMY DR/CRABAPPLE LN,          ,1675012.5,1114188.88,Outside Fire,2516687.0,60  ,Thursday,9,CFD 
2025341392,12/11/2025 9:06:31 AM,1001 ROGERS ST,          ,1689777.63,1137519.63,Smoke Alarm,2516686.0,20  ,Thursday,9,CFD 
2025341385,12/11/2025 9:01:24 AM,1225 FELLOWS PL,          ,1690126.13,1129039.0,Smoke Alarm,2516685.0,80  ,Thursday,9,CFD 
2025341383,12/11/2025 8:59:08 AM,102 SIEVILLE AVE,          ,1686356.0,1120974.63,Smoke Alarm,2516684.0,60  ,Thursday,8,CFD 
2025341382,12/11/2025 8:57:32 AM,2851 BERNADETTE DR,          ,1674537.5,1140700.88,Medical Response,2516683.0,10  ,Thursday,8,CFD 
2025341374,12/11/2025 8:45:37 AM,1710 OLYMPIC BLVD,          ,1703590.13,1141992.25,Medical Response,2516682.0,40  ,Thursday,8,CFD 
2025341359,12/11/2025 8:29:23 AM,CHAPEL HILL RD/FORUM BLVD,          ,1679432.63,1127580.63,Vehicle Collision,2516681.0,50  ,Thursday,8,CFD 
2025341336,12/11/2025 7:48:27 AM,700-509 N GARTH AVE,          ,1686390.5,1138358.25,Medical Response,2516680.0,20  ,Thursday,7,CFD 
2025341294,12/11/2025 6:56:10 AM,E BROADWAY/CAPRI DR,          ,1693817.75,1134777.88,Vehicle Collision with Injuries,2516679.0,70  ,Thursday,6,CFD 
2025341291,12/11/2025 6:50:16 AM,5725 N ROCKY FORK DR,          ,1685965.38,1158562.75,Medical Response,25003870.0,110 ,Thursday,6,BCFD
2025341286,12/11/2025 6:34:35 AM,N HWY 63 NB/VANDIVER DR OFFR NB,          ,1702016.25,1144234.38,Vehicle Collision with Injuries,2516678.0,40  ,Thursday,6,BCFD
2025341283,12/11/2025 6:16:50 AM,405-A2 N OGDEN ST,          ,1702659.0,1239683.13,Medical Response,25003869.0,160 ,Thursday,6,BCFD
2025341270,12/11/2025 5:12:49 AM,5000 E RICHLAND RD,          ,1707938.38,1134034.13,Medical Response,2516677.0,80  ,Thursday,5,CFD 
2025341269,12/11/2025 5:11:46 AM,1201-1406 PAQUIN ST,          ,1690631.38,1134066.0,Medical Response,2516676.0,70  ,Thursday,5,CFD 
2025341264,12/11/2025 4:45:57 AM,107-3 ELAINE AVE,          ,1719381.88,1196140.0,Medical Response,25003867.0,180 ,Thursday,4,BCFD
2025341199,12/11/2025 1:06:53 AM,2900 CLOVER WAY,          ,1687800.0,1123364.38,Fire Alarm,2516675.0,60  ,Thursday,1,CFD 
2025341110,12/10/2025 10:10:27 PM,2509 HOLLYHOCK DR,          ,1675709.38,1145844.0,Medical Response,2516673.0,10  ,Wednesday,22,CFD 
2025341091,12/10/2025 9:33:35 PM,2910-515 BLUFF CREEK DR,          ,1698171.13,1122758.75,Medical Response,2516672.0,80  ,Wednesday,21,CFD 
2025341085,12/10/2025 9:19:14 PM,1704 COUNTRY SIDE LN,          ,1697305.88,1141972.0,Medical Response,2516671.0,40  ,Wednesday,21,CFD 
2025341063,12/10/2025 8:52:27 PM,703-102 CLAUDELL LN,          ,1678797.63,1139434.75,Carbon Monoxide Alarm,2516670.0,10  ,Wednesday,20,CFD 
2025341058,12/10/2025 8:47:23 PM,200 PORTLAND ST,          ,1700764.38,1136052.38,Medical Response,2516669.0,80  ,Wednesday,20,CFD 
2025341010,12/10/2025 7:26:08 PM,1201-1008 PAQUIN ST,          ,1690631.38,1134066.0,Medical Response,2516668.0,70  ,Wednesday,19,CFD 
2025341002,12/10/2025 7:17:16 PM,401 CLINKSCALES RD,          ,1679452.38,1138205.25,Medical Response,2516667.0,20  ,Wednesday,19,CFD 
2025340983,12/10/2025 6:47:56 PM,W WORLEY ST/CLINKSCALES RD,          ,1679638.0,1138567.75,Investigation,2516666.0,20  ,Wednesday,18,CFD 
2025340979,12/10/2025 6:41:34 PM,405-A N RTE B,          ,1718036.13,1194806.5,Medical Response,25003865.0,180 ,Wednesday,18,BCFD
2025340953,12/10/2025 5:55:09 PM,E STADIUM BLVD/S HWY 63 SB,          ,1698687.63,1128313.0,Motor Vehicle Collision,2516663.0,80  ,Wednesday,17,CFD 
2025340951,12/10/2025 5:52:52 PM,2700-BLK MAGUIRE BLVD,          ,1700787.63,1123819.25,Motor Vehicle Collision,2516662.0,80  ,Wednesday,17,CFD 
2025340944,12/10/2025 5:44:56 PM,3250 BEARFIELD RD,          ,1696510.5,1121906.25,Medical Response,2516661.0,80  ,Wednesday,17,CFD 
2025340939,12/10/2025 5:35:08 PM,1218-BLK W BUSINESS LOOP 70,          ,1681371.75,1140961.13,Motor Vehicle Collision,2516660.0,10  ,Wednesday,17,CFD 
2025340916,12/10/2025 5:15:53 PM,GORDON ST/N OLD 63,          ,1694362.38,1138953.13,Vehicle Collision,2516659.0,70  ,Wednesday,17,CFD 
2025340911,12/10/2025 5:09:33 PM,111 N SECOND ST,          ,1694848.38,1042569.75,Medical Response,2512100002.0,230 ,Wednesday,17,SBFD
2025340889,12/10/2025 4:52:18 PM,3702-102 ASPEN HEIGHTS PKWY,          ,1697374.5,1119759.38,Medical Response,2516658.0,80  ,Wednesday,16,CFD 
2025340853,12/10/2025 4:19:11 PM,2558 S HWY 63 NB,          ,1698982.0,1124861.25,Vehicle Collision,2516657.0,80  ,Wednesday,16,CFD 
2025340813,12/10/2025 3:44:08 PM,5908 N VICKIE DR,          ,1697766.38,1159239.25,Citizen Assist/Service Call,25003864.0,104 ,Wednesday,15,BCFD
2025340810,12/10/2025 3:42:53 PM,2500 CHAPEL HILL RD,          ,1674881.13,1126675.25,Medical Response,2516656.0,50  ,Wednesday,15,CFD 
2025340793,12/10/2025 3:25:27 PM,1408-W307 W BUSINESS LOOP 70,          ,1680215.38,1140457.25,Medical Response,2516654.0,10  ,Wednesday,15,CFD 
2025340785,12/10/2025 3:20:04 PM,S PROVIDENCE RD/E STEWART RD,          ,1687491.0,1133389.38,Motor Vehicle Collision,2516653.0,50  ,Wednesday,15,CFD 
2025340751,12/10/2025 2:48:40 PM,1012 SMILEY LN,          ,1690341.88,1150389.0,Medical Response,2516652.0,10  ,Wednesday,14,CFD 
2025340741,12/10/2025 2:32:12 PM,S COLLEGE AVE/LOCUST ST,          ,1691046.5,1134623.63,Unknown Problem,2516650.0,70  ,Wednesday,14,CFD 
2025340732,12/10/2025 2:24:57 PM,S HWY 63 NB/E BROADWAY OFFR NB,          ,1699020.5,1131829.88,Motor Vehicle Collision,2516649.0,80  ,Wednesday,14,CFD 
2025340715,12/10/2025 2:02:23 PM,108 WESTWOOD AVE,          ,1684395.88,1134802.13,Medical Response,2516648.0,50  ,Wednesday,14,CFD 
2025340705,12/10/2025 1:47:28 PM,1006-102 N WEST BLVD,          ,1682464.5,1140153.75,Medical Response,2516647.0,20  ,Wednesday,13,CFD 
2025340695,12/10/2025 1:42:17 PM,FORUM BLVD/W NIFONG BLVD,          ,1681937.13,1119773.0,Motor Vehicle Collision,2516646.0,60  ,Wednesday,13,CFD 
2025340689,12/10/2025 1:39:50 PM,1221-LOT E WALNUT ST,          ,1690906.25,1136034.75,Fire Alarm,2516645.0,70  ,Wednesday,13,CFD 
2025340667,12/10/2025 1:14:23 PM,1607 OLYMPIC BLVD,          ,1703434.75,1141315.0,Medical Response,2516644.0,40  ,Wednesday,13,CFD 
2025340664,12/10/2025 1:13:33 PM,2108 COBBLESTONE CT,          ,1670172.38,1127778.25,Medical Response,2516643.0,50  ,Wednesday,13,CFD 
2025340652,12/10/2025 1:06:41 PM,2208 BERNADETTE DR,          ,1675935.13,1140029.88,Waterflow Alarm,2516642.0,10  ,Wednesday,13,CFD 
2025340645,12/10/2025 1:01:17 PM,416 VANDIVER DR,          ,1688312.25,1142573.63,Medical Response,2516641.0,10  ,Wednesday,13,CFD 
2025340640,12/10/2025 12:53:49 PM,5800 REDWING DR,          ,1711843.0,1143768.0,Medical Response,2516640.0,40  ,Wednesday,12,CFD 
2025340634,12/10/2025 12:45:41 PM,105 W ASH ST,          ,1685994.0,1136416.63,Medical Response,2516639.0,50  ,Wednesday,12,CFD 
2025340591,12/10/2025 11:55:59 AM,2045-210 W SOUTHAMPTON DR,          ,1677091.0,1117492.88,Medical Response,2516638.0,60  ,Wednesday,11,CFD 
2025340571,12/10/2025 11:37:45 AM,4005 KIRKWOOD CT,          ,1712022.5,1149543.0,Medical Response,2516637.0,40  ,Wednesday,11,CFD 
2025340558,12/10/2025 11:28:05 AM,5000-204 DERBY RIDGE DR,          ,1693836.25,1153798.0,Residential Structure Fire,2516636.0,30  ,Wednesday,11,CFD 
2025340544,12/10/2025 11:08:37 AM,1201-509 PAQUIN ST,          ,1690631.38,1134066.0,Medical Response,2516635.0,70  ,Wednesday,11,CFD 
2025340516,12/10/2025 10:37:06 AM,2606 ROSE DR,          ,1674957.63,1146536.63,Medical Response,2516633.0,10  ,Wednesday,10,CFD 
2025340509,12/10/2025 10:29:13 AM,700 N GARTH AVE,          ,1686390.5,1138342.38,Medical Response,2516632.0,20  ,Wednesday,10,CFD 
2025340487,12/10/2025 10:12:38 AM,1804-B SYLVAN LN,          ,1697022.13,1142407.75,Citizen Assist/Service Call,2516631.0,40  ,Wednesday,10,CFD 
2025340481,12/10/2025 10:00:41 AM,1602-2 KITTY HAWK DR,          ,1693078.25,1144452.5,Medical Response,2516630.0,30  ,Wednesday,10,CFD 
2025340441,12/10/2025 9:24:26 AM,3901-BLK N HWY PP,          ,1713906.75,1149728.25,Vehicle Collision with Injuries,2516629.0,105 ,Wednesday,9,CFD 
2025340437,12/10/2025 9:20:35 AM,4418 DERBY RIDGE DR,          ,1693076.88,1151538.63,Unknown Problem,2516628.0,30  ,Wednesday,9,CFD 
2025340425,12/10/2025 9:05:23 AM,3501-95 CLARK LN,          ,1701538.88,1141472.13,Citizen Assist/Service Call,2516627.0,40  ,Wednesday,9,CFD 
2025340418,12/10/2025 8:53:28 AM,1408-N313 W BUSINESS LOOP 70,          ,1680462.88,1140584.25,Medical Response,2516626.0,10  ,Wednesday,8,CFD 
2025340413,12/10/2025 8:40:02 AM,1403 MILLS DR,          ,1679756.63,1129639.63,Medical Response,2516625.0,50  ,Wednesday,8,CFD 
2025340408,12/10/2025 8:30:01 AM,2045 W SOUTHAMPTON DR,          ,1676926.25,1117510.88,Medical Response,2516624.0,60  ,Wednesday,8,CFD 
2025340337,12/10/2025 6:55:50 AM,2145 E COUNTY DR,          ,1694753.63,1155004.0,Medical Response,2516622.0,104 ,Wednesday,6,CFD 
2025340327,12/10/2025 6:27:39 AM,15330 N HOPPER RD,          ,1683181.5,1202399.63,Medical Response,25003863.0,101 ,Wednesday,6,BCFD
2025340323,12/10/2025 6:19:50 AM,18000 N WALLACE SCHOOL RD,          ,1717019.63,1213463.38,Medical Response,25003862.0,102 ,Wednesday,6,BCFD
2025340315,12/10/2025 6:07:12 AM,11 S WILLIAM ST,          ,1692334.63,1134782.13,Motor Vehicle Collision,2516621.0,70  ,Wednesday,6,CFD 
2025340312,12/10/2025 6:03:38 AM,203-21 ANITA CT,          ,1694926.25,1136034.88,Carbon Monoxide Alarm,2516620.0,80  ,Wednesday,6,CFD 
2025340303,12/10/2025 5:31:13 AM,1002-103 CLAUDELL LN,          ,1678624.75,1139665.5,Medical Response,2516619.0,10  ,Wednesday,5,CFD 
2025340293,12/10/2025 5:02:39 AM,5507 CLYBOURNE CT,          ,1663500.25,1114785.0,Medical Response,2516618.0,60  ,Wednesday,5,CFD 
2025340261,12/10/2025 2:34:51 AM,1215 E NIFONG BLVD,          ,1690874.63,1119639.0,Medical Response,2516616.0,60  ,Wednesday,2,CFD 
2025340242,12/10/2025 12:46:29 AM,101-16 E BURNAM RD,          ,1687147.0,1131999.13,Medical Response,2516615.0,MUG1,Wednesday,0,CFD 
2025340236,12/10/2025 12:39:39 AM,600-XYZ E WALNUT ST,          ,1688611.0,1135728.88,Citizen Assist/Service Call,2516614.0,70D ,Wednesday,0,CFD 
2025340235,12/10/2025 12:37:26 AM,600-XYZ E WALNUT ST,          ,1688611.0,1135728.88,Citizen Assist/Service Call,2516613.0,70D ,Wednesday,0,CFD 
2025340200,12/9/2025 11:08:15 PM,515-322 S FIFTH ST,          ,1688010.63,1133101.63,Medical Response,2516612.0,MUG1,Tuesday,23,CFD 
2025340189,12/9/2025 10:45:50 PM,1207 JEAN RAE DR,          ,1681254.13,1139259.88,Medical Response,2516611.0,20  ,Tuesday,22,CFD 
2025340182,12/9/2025 10:34:39 PM,1201-313 PAQUIN ST,          ,1690631.38,1134066.0,Medical Response,2516610.0,70  ,Tuesday,22,CFD 
2025340144,12/9/2025 9:47:23 PM,2651 TRIMBLE RD,          ,1697988.75,1134868.0,Unknown Problem,2516608.0,80  ,Tuesday,21,CFD 
2025340094,12/9/2025 8:36:58 PM,5003 HATTERAS DR,          ,1693370.38,1154203.0,Medical Response,2516607.0,30  ,Tuesday,20,CFD 
2025340082,12/9/2025 8:19:11 PM,210 N GARTH AVE,          ,1686293.13,1136574.0,Medical Response,2516606.0,20  ,Tuesday,20,CFD 
2025340064,12/9/2025 7:56:41 PM,3750-1113 MILLER DR,          ,1700202.88,1119986.25,Medical Response,2516605.0,80  ,Tuesday,19,CFD 
2025340046,12/9/2025 7:34:49 PM,1805 E WALNUT ST,          ,1694184.88,1136104.5,Medical Response,2516604.0,80  ,Tuesday,19,CFD 
2025340032,12/9/2025 7:17:31 PM,700-309 N GARTH AVE,          ,1686390.5,1138358.25,Medical Response,2516603.0,20  ,Tuesday,19,CFD 
2025340021,12/9/2025 7:04:00 PM,1612-112 N PROVIDENCE RD,          ,1688133.75,1142247.63,Medical Response,2516602.0,10  ,Tuesday,19,CFD 
2025340004,12/9/2025 6:50:49 PM,300-205 S HENRY CLAY BLVD,          ,1709176.88,1069844.63,Medical Response,2512090005.0,210S,Tuesday,18,SBFD
2025339984,12/9/2025 6:26:17 PM,206 N MAIN ST,          ,1708306.63,1071515.13,Residential Structure Fire,2512090004.0,210N,Tuesday,18,SBFD
2025339962,12/9/2025 5:51:01 PM,415-3 CONLEY RD,          ,1698262.5,1136622.75,Public Relations,2516601.0,80  ,Tuesday,17,CFD 
2025339959,12/9/2025 5:44:50 PM,4980 N IRVIN LOOP,          ,1686271.38,1155085.13,Medical Response,25003861.0,110 ,Tuesday,17,BCFD
2025339952,12/9/2025 5:38:26 PM,4103-101 W VAWTER SCHOOL RD,          ,1669433.13,1121541.0,Medical Response,2516600.0,60  ,Tuesday,17,CFD 
2025339951,12/9/2025 5:38:19 PM,W HWY 40/W HENDERSON RD,          ,1656962.38,1145975.38,Vehicle Collision with Injuries,25003860.0,103 ,Tuesday,17,BCFD
2025339920,12/9/2025 4:58:48 PM,15517 S HAGANS RD,          ,1716163.13,1066718.5,Medical Response,2512090003.0,108 ,Tuesday,16,SBFD
2025339913,12/9/2025 4:47:42 PM,1301 S MILLBROOK CT,          ,1667839.75,1131603.5,Medical Response,25003859.0,111 ,Tuesday,16,BCFD
2025339898,12/9/2025 4:37:43 PM,307 NIKKI WAY,          ,1684783.63,1114342.88,Medical Response,2516599.0,60  ,Tuesday,16,CFD 
2025339889,12/9/2025 4:29:15 PM,TIGER AVE/HOSPITAL DR,          ,1688544.75,1130334.25,Medical Response,2516598.0,MUG1,Tuesday,16,CFD 
2025339886,12/9/2025 4:27:55 PM,709 N EIGHTH ST,          ,1689447.5,1138180.13,Medical Response,2516597.0,20  ,Tuesday,16,CFD 
2025339871,12/9/2025 4:16:49 PM,50 C5,          ,,,Mutual Aid,25003858.0,    ,Tuesday,16,BCFD
2025339858,12/9/2025 4:03:34 PM,905 SONDRA AVE,          ,1682918.0,1142426.38,Medical Response,2516596.0,10  ,Tuesday,16,CFD 
2025339827,12/9/2025 3:34:54 PM,80 E COUNTY LINE RD,          ,1688011.0,1242817.63,Medical Response,25003857.0,101 ,Tuesday,15,BCFD
2025339809,12/9/2025 3:20:27 PM,4010 CREVE COEUR DR,          ,1712478.25,1149472.13,Medical Response,2516595.0,40  ,Tuesday,15,CFD 
2025339804,12/9/2025 3:15:00 PM,4033 W PERENNIAL CT,          ,1669409.13,1103684.63,Medical Response,25003856.0,115 ,Tuesday,15,BCFD
2025339796,12/9/2025 3:08:35 PM,25-A CONLEY RD,          ,1698339.38,1134731.0,Medical Response,2516594.0,80  ,Tuesday,15,CFD 
2025339762,12/9/2025 2:38:54 PM,4905 THORNBROOK RDG,          ,1666631.88,1114759.38,Alarm,2516593.0,60  ,Tuesday,14,CFD 
2025339756,12/9/2025 2:36:54 PM,2024-103B CHERRY HILL DR,          ,1669469.0,1128426.38,Medical Response,2516592.0,50  ,Tuesday,14,CFD 
